llm,id,dataset,prompt,similarity
llama,2003_183,essays,SG,0.9926594966695111
llama,1997_973910,essays,SG,0.9416070753891277
llama,1999_956679,essays,SG,0.9290080340642789
llama,2000_818614,essays,SG,0.9711188540596098
llama,1998_889071,essays,SG,0.9281374805823145
llama,2004_13,essays,SG,0.9671699129974398
llama,2000_871605,essays,SG,0.9545555755897397
llama,2000_182860,essays,SG,0.8333316908055226
llama,1997_953451,essays,SG,0.9275651300060722
llama,1998_535687,essays,SG,0.9941379177092775
llama,2003_220,essays,SG,0.9789036696754341
llama,2000_940609,essays,SG,0.9893690004698413
llama,2002_693429,essays,SG,0.9846858344487709
llama,1998_514882,essays,SG,0.9657637411750043
llama,1998_690595,essays,SG,0.9077846054780211
llama,1999_939985,essays,SG,0.9743267500486161
llama,1999_874130,essays,SG,0.9242061638850332
llama,2004_280,essays,SG,0.9725712991054235
llama,1998_735496,essays,SG,0.9093455539778075
llama,2002_243882,essays,SG,0.9591774419208984
llama,2004_448,essays,SG,0.966136979969615
llama,2002_136641,essays,SG,0.9625657862353246
llama,1999_572922,essays,SG,0.9876681867508683
llama,2004_388,essays,SG,0.9109451717865458
llama,2002_792236,essays,SG,0.9844738162938186
llama,2002_077680,essays,SG,0.9620258679711091
llama,1997_820679,essays,SG,0.9819019903749
llama,1997_758039,essays,SG,0.9670120821057062
llama,2003_70,essays,SG,0.9442419656310179
llama,1999_640688,essays,SG,0.9738567793912036
llama,2003_104,essays,SG,0.9234984903700385
llama,2000_488372,essays,SG,0.9695363288152143
llama,2000_949785,essays,SG,0.959042988115515
llama,2002_830128,essays,SG,0.9492975919207512
llama,1997_434159,essays,SG,0.9722611893043648
llama,1999_706452,essays,SG,0.9228598337740479
llama,2000_911587,essays,SG,0.978679813572451
llama,2004_432,essays,SG,0.9917837450436271
llama,2000_762391,essays,SG,0.9500876974669175
llama,1997_878676,essays,SG,0.9666547213073298
llama,2002_619916,essays,SG,0.9429335292260224
llama,2002_030481,essays,SG,0.9422918935329694
llama,2002_699655,essays,SG,0.9695195289913955
llama,2003_511,essays,SG,0.9175592952680227
llama,2003_422,essays,SG,0.965567032962682
llama,1999_731141,essays,SG,0.9568735152907505
llama,2004_458,essays,SG,0.9824946652261386
llama,1997_835938,essays,SG,0.9400892119086118
llama,1999_792994,essays,SG,0.9866424779130325
llama,1997_979571,essays,SG,0.9828148069361401
llama,1998_059087,essays,SG,0.9251871554058122
llama,2003_377,essays,SG,0.992002092929431
llama,2000_624145,essays,SG,0.9673702506783867
llama,1998_911582,essays,SG,0.9877407129053712
llama,2003_530,essays,SG,0.9770367969699334
llama,2004_352,essays,SG,0.991477871630819
llama,1997_597598,essays,SG,0.9918408854526023
llama,2000_573694,essays,SG,0.9884360319500206
llama,1998_959778,essays,SG,0.942574440747149
llama,1997_736454,essays,SG,0.9733951936200864
llama,1999_557730,essays,SG,0.9760304553052417
llama,2004_27,essays,SG,0.978482665561955
llama,2004_261,essays,SG,0.9406920381986956
llama,2002_677203,essays,SG,0.955957083173902
llama,1999_037068,essays,SG,0.8935203953333024
llama,2000_677716,essays,SG,0.9402020119959746
llama,2003_421,essays,SG,0.948303136994065
llama,2004_128,essays,SG,0.9799518593318215
llama,1999_718951,essays,SG,0.9624301237907655
llama,2003_566,essays,SG,0.9478105026559873
llama,2004_165,essays,SG,0.9790106015830193
llama,2000_914317,essays,SG,0.9126970966413288
llama,2002_766324,essays,SG,0.9619529260076956
llama,1997_853759,essays,SG,0.9581214417486583
llama,2002_106981,essays,SG,0.9783725240169636
llama,2000_071590,essays,SG,0.9843229637426097
llama,1998_054183,essays,SG,0.9435741288114868
llama,1998_474113,essays,SG,0.9825663703994616
llama,1999_559341,essays,SG,0.9776700628279236
llama,2000_854482,essays,SG,0.9824952363246451
llama,2002_818242,essays,SG,0.9465913924680056
llama,1999_144526,essays,SG,0.9808731992764467
llama,2002_712619,essays,SG,0.9521144765442392
llama,2003_303,essays,SG,0.9180988360975975
llama,2004_154,essays,SG,0.9806368109248019
llama,1997_897862,essays,SG,0.9249925953405389
llama,2000_759523,essays,SG,0.9766278486578817
llama,2003_186,essays,SG,0.9928356808190029
llama,2004_174,essays,SG,0.98609337696587
llama,2002_918671,essays,SG,0.9786861031033732
llama,1997_476707,essays,SG,0.9540615006704816
llama,2004_329,essays,SG,0.980834795394545
llama,2003_195,essays,SG,0.9648340451970685
llama,2000_771407,essays,SG,0.9489290470518916
llama,2004_453,essays,SG,0.9789427608264855
llama,2000_711029,essays,SG,0.9805558177943414
llama,2002_939045,essays,SG,0.9888214863357985
llama,2000_773497,essays,SG,0.9606410087233295
llama,2000_263307,essays,SG,0.9640069589588839
llama,1997_474191,essays,SG,0.9626003583286523
llama,1998_858684,essays,SG,0.9600102046600623
llama,1999_718342,essays,SG,0.9455174928190532
llama,2000_692644,essays,SG,0.9899115793837072
llama,1997_470418,essays,SG,0.9332131241579729
llama,2002_911754,essays,SG,0.9778286117542077
llama,2003_69,essays,SG,0.9865115268371749
llama,1999_413605,essays,SG,0.9806528310446209
llama,2004_122,essays,SG,0.9647687698363457
llama,1999_851919,essays,SG,0.9747640773364799
llama,1999_911756,essays,SG,0.9557882979203822
llama,1997_475795,essays,SG,0.9593352259921126
llama,2000_597336,essays,SG,0.972357957430679
llama,1998_859548,essays,SG,0.9637582120478768
llama,1998_959637,essays,SG,0.9393817141205905
llama,2000_125323,essays,SG,0.9583648769605239
llama,2002_747057,essays,SG,0.9491920882590491
llama,2004_447,essays,SG,0.9851485968206399
llama,1998_596111,essays,SG,0.8329150315631813
llama,2004_216,essays,SG,0.9144231036506436
llama,1999_934611,essays,SG,0.929293136080527
llama,1997_756297,essays,SG,0.9418616986278538
llama,2000_839089,essays,SG,0.9939078415599938
llama,2000_891622,essays,SG,0.9635998289828205
llama,2000_758531,essays,SG,0.9396096856499916
llama,2003_42,essays,SG,0.9439303406294689
llama,2000_579092,essays,SG,0.9812155130898672
llama,1997_917491,essays,SG,0.9810257780254193
llama,2000_036354,essays,SG,0.9770829257929347
llama,1998_449776,essays,SG,0.9696588936787278
llama,2003_513,essays,SG,0.9627584299292985
llama,1998_894005,essays,SG,0.8874579860652881
llama,2003_440,essays,SG,0.9834043223931593
llama,1999_572353,essays,SG,0.9744462209414189
llama,1998_167124,essays,SG,0.9287463123137183
llama,2000_750679,essays,SG,0.9948499836586469
llama,2004_372,essays,SG,0.9773372262988095
llama,2004_104,essays,SG,0.9849980419791976
llama,2004_178,essays,SG,0.9623423657391638
llama,2002_037308,essays,SG,0.9875602983988508
llama,2003_510,essays,SG,0.9566825079944687
llama,2000_812774,essays,SG,0.9495070288724131
llama,1997_884710,essays,SG,0.9748301233717308
llama,1998_012971,essays,SG,0.9639721238072714
llama,2004_125,essays,SG,0.9677765971658018
llama,1997_858052,essays,SG,0.9794919907117341
llama,1999_895575,essays,SG,0.971639852730299
llama,2004_114,essays,SG,0.9507205514093906
llama,1999_771726,essays,SG,0.964827949889656
llama,2000_918314,essays,SG,0.9817331865530458
llama,1997_750427,essays,SG,0.9855865208766463
llama,1999_595780,essays,SG,0.9653750673234603
llama,2003_292,essays,SG,0.9911456566411581
llama,2002_939162,essays,SG,0.9786695223860593
llama,2000_815592,essays,SG,0.9489791116597038
llama,2002_643142,essays,SG,0.933488591065037
llama,2004_37,essays,SG,0.9313054464075372
llama,1997_396947,essays,SG,0.9787526856130077
llama,1999_974267,essays,SG,0.95837012295952
llama,1998_987677,essays,SG,0.9739385178615232
llama,1997_898394,essays,SG,0.9835608585093311
llama,2000_149433,essays,SG,0.9890073456134317
llama,1997_881327,essays,SG,0.9520903916798318
llama,1997_991545,essays,SG,0.9722131396550677
llama,1999_536608,essays,SG,0.963217058547105
llama,2000_952457,essays,SG,0.9533900224187588
llama,2003_512,essays,SG,0.9670735829880983
llama,2004_97,essays,SG,0.9753798624661671
llama,1999_658999,essays,SG,0.9490593649298477
llama,1999_910113,essays,SG,0.9487113679696997
llama,2002_953283,essays,SG,0.980027510635092
llama,1997_450911,essays,SG,0.9504298665848222
llama,2004_299,essays,SG,0.9211917894956039
llama,1997_536654,essays,SG,0.9697612900614422
llama,2004_312,essays,SG,0.9726308705477522
llama,1998_781969,essays,SG,0.9728846717643153
llama,1997_867722,essays,SG,0.9282420472426686
llama,1999_556061,essays,SG,0.9387752892434966
llama,1998_799973,essays,SG,0.9550772757018839
llama,1999_553171,essays,SG,0.988420374589011
llama,1998_857967,essays,SG,0.9589204284571017
llama,1997_579130,essays,SG,0.9279115692364617
llama,2002_725541,essays,SG,0.9937914415939422
llama,1998_579133,essays,SG,0.9770612200080269
llama,1997_161444,essays,SG,0.9285729647865172
llama,1999_680598,essays,SG,0.9831962093847664
llama,2003_569,essays,SG,0.9601655131876938
llama,1998_892987,essays,SG,0.9700072326495284
llama,2000_912233,essays,SG,0.96236467409898
llama,1997_555388,essays,SG,0.961967605382432
llama,1999_714384,essays,SG,0.9782923417642343
llama,1998_475235,essays,SG,0.9639569672562127
llama,1999_643860,essays,SG,0.9415535614592122
llama,2002_897828,essays,SG,0.9707529239525978
llama,1999_990785,essays,SG,0.9652135269881894
llama,1999_638698,essays,SG,0.990280416583165
llama,2004_421,essays,SG,0.9906568232752004
llama,2000_654954,essays,SG,0.9629571275545155
llama,2000_939521,essays,SG,0.9936853873508846
llama,1997_697536,essays,SG,0.9712083417467984
llama,1998_129982,essays,SG,0.9749958766641118
llama,2000_679010,essays,SG,0.9837553863834565
llama,2003_33,essays,SG,0.9572575042156674
llama,2003_376,essays,SG,0.9222549066349263
llama,2003_562,essays,SG,0.9797960281226701
llama,1997_574472,essays,SG,0.96314829942552
llama,2000_878834,essays,SG,0.955213905565245
llama,1997_950322,essays,SG,0.8720143545948179
llama,1997_366633,essays,SG,0.9387319102170006
llama,2002_178264,essays,SG,0.9443151689443472
llama,1999_736368,essays,SG,0.9506825775965373
llama,1999_800087,essays,SG,0.8506820288755101
llama,1998_798752,essays,SG,0.9930444349688945
llama,1998_938927,essays,SG,0.9277214585270412
llama,1999_811591,essays,SG,0.8874071716081495
llama,1997_872282,essays,SG,0.9781028011827939
llama,1999_854693,essays,SG,0.9441163393417875
llama,2003_106,essays,SG,0.9194482475587249
llama,1999_576140,essays,SG,0.80493292264105
llama,2000_854458,essays,SG,0.9675383241308889
llama,1997_475230,essays,SG,0.9790819623161671
llama,1998_804864,essays,SG,0.9816635384488861
llama,2000_894277,essays,SG,0.8879572876999587
llama,2003_225,essays,SG,0.9697757577119661
llama,1997_819346,essays,SG,0.9457393706926689
llama,2004_321,essays,SG,0.9521701737392005
llama,1997_758922,essays,SG,0.8984444528321783
llama,2000_495087,essays,SG,0.9810017920154561
llama,1998_893373,essays,SG,0.9688741265618516
llama,2002_738727,essays,SG,0.9795689563033221
llama,2003_540,essays,SG,0.9646134460469632
llama,1997_336857,essays,SG,0.9914983497913168
llama,1999_539521,essays,SG,0.9804027368361603
llama,1999_876264,essays,SG,0.9845251586665754
llama,1998_931283,essays,SG,0.9463074774682417
llama,2003_320,essays,SG,0.9587979735711591
llama,1999_901945,essays,SG,0.99099019306663
llama,2003_133,essays,SG,0.915916740220143
llama,2003_167,essays,SG,0.9539950469648673
llama,2003_46,essays,SG,0.978827108826663
llama,2004_374,essays,SG,0.9367154617882565
llama,2000_127329,essays,SG,0.8591359036183532
llama,2000_556380,essays,SG,0.9502159526581726
llama,1997_410675,essays,SG,0.982231343274756
llama,1999_782869,essays,SG,0.9350626158222939
llama,1999_973407,essays,SG,0.9778276341713352
llama,1998_913932,essays,SG,0.9088161747363103
llama,1998_916137,essays,SG,0.9285988634322486
llama,2004_267,essays,SG,0.9081876798028637
llama,1998_984104,essays,SG,0.9254594838724279
llama,2004_173,essays,SG,0.9393276391583594
llama,2000_579209,essays,SG,0.9859988121608045
llama,2004_354,essays,SG,0.9524388511117954
llama,2000_834851,essays,SG,0.9858127049989237
llama,2003_312,essays,SG,0.9914029593900281
llama,2003_209,essays,SG,0.9483551211167212
llama,2003_492,essays,SG,0.9625348653361757
llama,2003_534,essays,SG,0.9708789676533987
llama,1999_877851,essays,SG,0.9697527246364758
llama,2002_975468,essays,SG,0.9802767290799234
llama,2000_732617,essays,SG,0.9662070479456659
llama,2002_183166,essays,SG,0.9351279176564058
llama,2004_139,essays,SG,0.9916672015459866
llama,2002_913549,essays,SG,0.9260509651391877
llama,1998_203337,essays,SG,0.9898070511306959
llama,2002_494571,essays,SG,0.9473488418371743
llama,2003_502,essays,SG,0.9896700069628321
llama,1999_994744,essays,SG,0.9707990274821199
llama,1997_790253,essays,SG,0.9634472402339729
llama,2004_53,essays,SG,0.8858491299869843
llama,2002_121357,essays,SG,0.9766730349151156
llama,1997_233350,essays,SG,0.9904607012564034
llama,1997_733444,essays,SG,0.9953394561970961
llama,1999_576725,essays,SG,0.9358654882928832
llama,2003_80,essays,SG,0.9882965891850348
llama,2003_243,essays,SG,0.9813760562063293
llama,2000_915058,essays,SG,0.9779337936768964
llama,1999_832140,essays,SG,0.9804467826789196
llama,2003_129,essays,SG,0.960248896044783
llama,1999_915632,essays,SG,0.9494882859260355
llama,2002_856872,essays,SG,0.9863150655117772
llama,1999_120173,essays,SG,0.9574772121530326
llama,2004_380,essays,SG,0.9745287452643286
llama,2000_897928,essays,SG,0.9849586501304433
llama,1998_039155,essays,SG,0.9739929468504119
llama,2002_892957,essays,SG,0.9304023542208119
llama,1997_598253,essays,SG,0.9634849957706425
llama,1998_519414,essays,SG,0.9502729438828198
llama,1999_916457,essays,SG,0.9888900981734714
llama,1999_598659,essays,SG,0.9648079838918842
llama,1997_892321,essays,SG,0.9815483135124868
llama,2000_697879,essays,SG,0.9716279262378125
llama,1998_551027,essays,SG,0.9683413068337037
llama,2000_654054,essays,SG,0.9752126640897729
llama,2000_892157,essays,SG,0.9810514026264091
llama,2003_409,essays,SG,0.977597143032074
llama,1999_509698,essays,SG,0.9789301354044319
llama,2004_146,essays,SG,0.9890280654533052
llama,1999_750682,essays,SG,0.9553497242543091
llama,1999_959624,essays,SG,0.9755584920062745
llama,2002_772200,essays,SG,0.9321873422880224
llama,2000_046320,essays,SG,0.9425449344798283
llama,2000_696080,essays,SG,0.929750699558169
llama,1999_892569,essays,SG,0.9817448412756393
llama,2003_89,essays,SG,0.9749040876827377
llama,2000_249703,essays,SG,0.9584180885765524
llama,1998_891505,essays,SG,0.9487040510800682
llama,2003_311,essays,SG,0.9729046455083415
llama,2002_672755,essays,SG,0.9881546859824807
llama,2002_595268,essays,SG,0.951520708684002
llama,2003_121,essays,SG,0.929286512050846
llama,2004_308,essays,SG,0.9592027527627804
llama,2004_48,essays,SG,0.9717644916815785
llama,1998_798053,essays,SG,0.9174914500757101
llama,2000_954778,essays,SG,0.9726370148795536
llama,2004_39,essays,SG,0.9139824417449836
llama,2000_491597,essays,SG,0.9386080790726028
llama,1997_935738,essays,SG,0.9681370205607824
llama,1997_897420,essays,SG,0.9366679600914793
llama,1997_378661,essays,SG,0.9863146445116496
llama,2002_438589,essays,SG,0.9846944723660125
llama,2003_368,essays,SG,0.9678621266032372
llama,2000_777531,essays,SG,0.9156857937312399
llama,1999_787983,essays,SG,0.9573990310162799
llama,1999_718251,essays,SG,0.9685615395882996
llama,1997_628043,essays,SG,0.9880452551464879
llama,2000_914251,essays,SG,0.9633753857631107
llama,1997_650973,essays,SG,0.9107949167850338
llama,2000_479895,essays,SG,0.9866125775032212
llama,2002_517265,essays,SG,0.967425930129877
llama,2000_631445,essays,SG,0.9367077476342281
llama,1998_537522,essays,SG,0.9897860585951339
llama,2000_449662,essays,SG,0.8794631322111569
llama,2000_896506,essays,SG,0.8993857763320185
llama,2002_736090,essays,SG,0.956202300795912
llama,2000_553656,essays,SG,0.9143142111022985
llama,2000_476720,essays,SG,0.9712834450070884
llama,1999_696933,essays,SG,0.9861709705709275
llama,2002_105085,essays,SG,0.9925870148966136
llama,1998_458998,essays,SG,0.9400555378432677
llama,2004_498,essays,SG,0.991017353097724
llama,1997_739542,essays,SG,0.9720019033452229
llama,1997_514574,essays,SG,0.9277931667589057
llama,1997_956235,essays,SG,0.9892503906392207
llama,2003_34,essays,SG,0.9730805604258905
llama,2004_151,essays,SG,0.9773258183658057
llama,2000_554253,essays,SG,0.9571285041574018
llama,2002_121479,essays,SG,0.9828824541058144
llama,2004_494,essays,SG,0.9532693223545127
llama,1998_559341,essays,SG,0.961156053530356
llama,2000_471124,essays,SG,0.9884076514696872
llama,2000_973864,essays,SG,0.9614612933697817
llama,2000_869726,essays,SG,0.9865913880919124
llama,1997_512804,essays,SG,0.9632038924874089
llama,2003_149,essays,SG,0.9826683582395483
llama,1998_037552,essays,SG,0.9578446159861669
llama,1997_160412,essays,SG,0.9823306367326616
llama,2003_420,essays,SG,0.9921486376777221
llama,2000_511532,essays,SG,0.9546662310482648
llama,2000_265656,essays,SG,0.9467454899948952
llama,1997_891831,essays,SG,0.9391829189972178
llama,2003_141,essays,SG,0.9842563071622341
llama,2000_858070,essays,SG,0.933227730684698
llama,2002_016413,essays,SG,0.9738725805267314
llama,1999_931394,essays,SG,0.944032408274943
llama,2000_915657,essays,SG,0.9853230258001531
llama,1999_674897,essays,SG,0.9570136492704864
llama,2000_951640,essays,SG,0.9528347006671103
llama,2003_400,essays,SG,0.9821157208702506
llama,1999_838987,essays,SG,0.9734851641537875
llama,1997_460592,essays,SG,0.9699747505671975
llama,1999_732551,essays,SG,0.982207638626529
llama,2002_941898,essays,SG,0.9745373164091502
llama,1999_609608,essays,SG,0.9769149666952965
llama,2003_83,essays,SG,0.9517641414126337
llama,1997_679495,essays,SG,0.9871722942551487
llama,1997_754654,essays,SG,0.9762476859837357
llama,2002_917983,essays,SG,0.9696835027255591
llama,1997_451038,essays,SG,0.9679043988519094
llama,2003_26,essays,SG,0.9461078058787068
llama,1997_819953,essays,SG,0.9741934975553204
llama,1998_930178,essays,SG,0.8727093162041349
llama,2003_231,essays,SG,0.9737801448194623
llama,1998_759985,essays,SG,0.9446785378042382
llama,2003_94,essays,SG,0.9766642925792737
llama,2000_896348,essays,SG,0.9826618603051789
llama,2003_273,essays,SG,0.9186162230856845
llama,2003_193,essays,SG,0.9740445295586778
llama,1997_936626,essays,SG,0.9669053445063694
llama,2000_366096,essays,SG,0.9862339985261144
llama,1998_853141,essays,SG,0.9615489657282337
llama,2003_136,essays,SG,0.9595168878261511
llama,1997_913139,essays,SG,0.9905134001742971
llama,2000_716913,essays,SG,0.9425654966282573
llama,2000_732735,essays,SG,0.9596728880394771
llama,1997_672345,essays,SG,0.9708396614856316
llama,1998_191094,essays,SG,0.94985051299209
llama,1999_657716,essays,SG,0.9446917989110493
llama,1998_816714,essays,SG,0.9888710874532112
llama,2002_898153,essays,SG,0.9356117868846487
llama,1997_760578,essays,SG,0.9257185781592472
llama,2003_82,essays,SG,0.8967103508421848
llama,2004_58,essays,SG,0.9387025093513871
llama,1999_504631,essays,SG,0.9681126978867789
llama,2000_957713,essays,SG,0.9899932970333541
llama,2004_361,essays,SG,0.9791223476504087
llama,1998_910501,essays,SG,0.9753316113360868
llama,2000_952120,essays,SG,0.9521581375687768
llama,2000_192088,essays,SG,0.8643546236763257
llama,2004_279,essays,SG,0.9823381242511021
llama,1999_051990,essays,SG,0.982064518663717
llama,1999_539537,essays,SG,0.9906187145009921
llama,2000_691500,essays,SG,0.9478353122098411
llama,2004_373,essays,SG,0.9916031898168056
llama,2002_033027,essays,SG,0.9617413956154738
llama,2003_251,essays,SG,0.9900423438345496
llama,2002_372968,essays,SG,0.9595611281673126
llama,2003_144,essays,SG,0.9095576321026824
llama,2002_657764,essays,SG,0.9845221526597541
llama,1998_477189,essays,SG,0.8974177409099537
llama,2000_890512,essays,SG,0.9785758950570727
llama,2003_119,essays,SG,0.9918806337590175
llama,2000_916422,essays,SG,0.9551385626542019
llama,1998_957413,essays,SG,0.9647155158048335
llama,1999_575476,essays,SG,0.9778519567668051
llama,1998_815480,essays,SG,0.9467082888511757
llama,1998_535986,essays,SG,0.8887732225345581
llama,1999_916707,essays,SG,0.984646117040045
llama,2003_285,essays,SG,0.8458207040843988
llama,2004_339,essays,SG,0.9545711572265287
llama,2000_613264,essays,SG,0.9817681251477519
llama,2004_468,essays,SG,0.9783643566362277
llama,2003_554,essays,SG,0.9921520755068505
llama,1999_036696,essays,SG,0.9727432030852057
llama,1999_890629,essays,SG,0.9671472309059956
llama,1999_818192,essays,SG,0.9687328800099033
llama,2002_693141,essays,SG,0.9151600998438751
llama,1999_874234,essays,SG,0.9752419635915968
llama,2003_184,essays,SG,0.95170023150815
llama,2004_324,essays,SG,0.967726879822132
llama,1999_699577,essays,SG,0.9666149525051639
llama,1998_090119,essays,SG,0.9733227986858564
llama,2004_217,essays,SG,0.9740060941093384
llama,1998_789844,essays,SG,0.9622087682882707
llama,1999_927566,essays,SG,0.9334216825920663
llama,2002_932909,essays,SG,0.9876391250521992
llama,1998_955304,essays,SG,0.946475557614723
llama,1997_511579,essays,SG,0.9871024252408549
llama,2000_952391,essays,SG,0.9927849636826255
llama,1999_679211,essays,SG,0.9539841714446076
llama,2003_374,essays,SG,0.9849922456281891
llama,2000_201617,essays,SG,0.9689549226094996
llama,1997_856276,essays,SG,0.9439614989115654
llama,2004_2,essays,SG,0.956725776049487
llama,2000_071231,essays,SG,0.990034178829823
llama,1998_531732,essays,SG,0.8933914739521827
llama,2002_078803,essays,SG,0.9412598907085493
llama,1997_731982,essays,SG,0.9705080332036142
llama,2002_143981,essays,SG,0.9680572793313913
llama,2003_338,essays,SG,0.9628792266766888
llama,2003_8,essays,SG,0.9223485915431158
llama,2000_710213,essays,SG,0.9392602183246066
llama,2002_990120,essays,SG,0.9745549565564856
llama,2003_100,essays,SG,0.9689182276760767
llama,1999_656142,essays,SG,0.9558565098522729
llama,1998_899161,essays,SG,0.9835496098816159
llama,1999_931826,essays,SG,0.9198575164675743
llama,2000_831232,essays,SG,0.9561666867790128
llama,2004_29,essays,SG,0.9656054597625656
llama,2002_659456,essays,SG,0.9803262315950247
llama,1998_333355,essays,SG,0.962570212123945
llama,2004_452,essays,SG,0.9702651841002035
llama,1999_517561,essays,SG,0.9356493383029494
llama,1999_950942,essays,SG,0.9754744134003241
llama,2003_509,essays,SG,0.9304590912458548
llama,1999_672030,essays,SG,0.9805679117858573
llama,2000_136760,essays,SG,0.954190248292379
llama,1997_513925,essays,SG,0.984480758639672
llama,1997_417075,essays,SG,0.8526548875772165
llama,2000_708835,essays,SG,0.9929104460578262
llama,2004_55,essays,SG,0.9787106604289988
llama,1999_877795,essays,SG,0.9806345404905508
llama,1997_657222,essays,SG,0.9639999984659456
llama,2002_696024,essays,SG,0.9885187086420625
llama,2003_130,essays,SG,0.9911676527716203
llama,2003_319,essays,SG,0.991311880890355
llama,2002_690292,essays,SG,0.8961342823238332
llama,1997_736368,essays,SG,0.9512152446572337
llama,1997_654932,essays,SG,0.9469998186047325
llama,1999_915239,essays,SG,0.9433359766056555
llama,2002_896653,essays,SG,0.9070703532857831
llama,2004_377,essays,SG,0.9341925157450521
llama,2002_155948,essays,SG,0.9039127567010061
llama,1999_015497,essays,SG,0.9708119622441445
llama,1999_573121,essays,SG,0.9395983073139211
llama,2002_730158,essays,SG,0.9721413756663627
llama,2000_538230,essays,SG,0.9472152008355089
llama,1998_493717,essays,SG,0.9357859877319518
llama,1998_494559,essays,SG,0.9814020826959032
llama,2000_954100,essays,SG,0.8806782563022676
llama,1998_750868,essays,SG,0.9878033884425113
llama,2004_294,essays,SG,0.9863102754320106
llama,1998_475183,essays,SG,0.9934881184892377
llama,1997_435058,essays,SG,0.9388062586659838
llama,1999_658945,essays,SG,0.9536170746402882
llama,1997_430172,essays,SG,0.9863919010466394
llama,2000_752178,essays,SG,0.9816031287122766
llama,2003_127,essays,SG,0.973135483432721
llama,2002_804782,essays,SG,0.9522387352875237
llama,1999_510014,essays,SG,0.9730507090188465
llama,2003_24,essays,SG,0.9298101428157202
llama,2004_309,essays,SG,0.9901031159755301
llama,2002_226723,essays,SG,0.9325103622392928
llama,1999_048437,essays,SG,0.9771641042085467
llama,2004_286,essays,SG,0.9834162803224279
llama,1999_531209,essays,SG,0.9193363290461096
llama,2000_897981,essays,SG,0.9490804783223291
llama,2002_698229,essays,SG,0.9835854378491865
llama,1999_533810,essays,SG,0.9744104903677486
llama,1999_917031,essays,SG,0.953519492095489
llama,2004_222,essays,SG,0.9538653404746801
llama,2002_835543,essays,SG,0.974833584901524
llama,2000_576262,essays,SG,0.9588147907708857
llama,2002_556484,essays,SG,0.9326454527183743
llama,1998_762608,essays,SG,0.9785037902708877
llama,1999_946196,essays,SG,0.949695867345283
llama,2000_739722,essays,SG,0.9783931994140321
llama,1998_074464,essays,SG,0.9039594646291312
llama,1998_324101,essays,SG,0.9468476265924624
llama,2002_381292,essays,SG,0.9805136498162224
llama,1999_973303,essays,SG,0.9424386285958887
llama,1997_059580,essays,SG,0.9835842227717796
llama,2002_838530,essays,SG,0.9774755723755655
llama,2004_35,essays,SG,0.9671083681172653
llama,2002_058891,essays,SG,0.9685276945745327
llama,2003_431,essays,SG,0.9761676456890078
llama,2000_811126,essays,SG,0.9580728232178733
llama,1997_821162,essays,SG,0.9717213750232422
llama,1999_780103,essays,SG,0.9643064657997136
llama,1998_623903,essays,SG,0.9436499306546512
llama,2003_192,essays,SG,0.9905336233275712
llama,2003_392,essays,SG,0.9617309400222983
llama,1998_476356,essays,SG,0.9613824304004467
llama,1999_555952,essays,SG,0.9307400636613871
llama,2003_365,essays,SG,0.9811656801357262
llama,1999_518635,essays,SG,0.9135304304602558
llama,2003_394,essays,SG,0.9920050757770953
llama,1999_419686,essays,SG,0.9537708510269416
llama,1997_435972,essays,SG,0.9716354302638643
llama,2000_954075,essays,SG,0.9405725813761312
llama,1998_891388,essays,SG,0.9567521983260193
llama,1998_959060,essays,SG,0.9697731985777687
llama,1999_974896,essays,SG,0.9676378604368925
llama,2004_323,essays,SG,0.9818570931248451
llama,2000_399465,essays,SG,0.9606573445708095
llama,1997_459891,essays,SG,0.9200910837779531
llama,2003_131,essays,SG,0.9397064761891554
llama,2003_30,essays,SG,0.9414282960285161
llama,1999_116775,essays,SG,0.9585872728999719
llama,1999_031708,essays,SG,0.9740815199443195
llama,2000_693765,essays,SG,0.9716486150714481
llama,2003_246,essays,SG,0.9923054840596353
llama,1999_975769,essays,SG,0.7761763083642508
llama,1997_806274,essays,SG,0.9615690910626326
llama,1997_416158,essays,SG,0.9394378723347951
llama,2003_396,essays,SG,0.9696283761656086
llama,1997_592869,essays,SG,0.9718440610327767
llama,2000_489004,essays,SG,0.9897521820751787
llama,2000_392315,essays,SG,0.9519116208725185
llama,2000_931061,essays,SG,0.916571126686468
llama,1999_539859,essays,SG,0.9448760690803533
llama,1997_835686,essays,SG,0.9101106617569452
llama,2004_50,essays,SG,0.9763587261575031
llama,1998_898988,essays,SG,0.9634764712448565
llama,2004_359,essays,SG,0.9654176391934359
llama,2004_62,essays,SG,0.9166556025557979
llama,2004_385,essays,SG,0.9712220788470836
llama,2004_47,essays,SG,0.9820041589867302
llama,2004_482,essays,SG,0.9341268815905367
llama,2000_874178,essays,SG,0.9926491664820702
llama,1997_954441,essays,SG,0.9616948659184668
llama,2000_912341,essays,SG,0.9727341630531827
llama,1997_012750,essays,SG,0.9863222489695995
llama,2004_203,essays,SG,0.9771032518152319
llama,2004_235,essays,SG,0.9797378625566296
llama,1999_543655,essays,SG,0.9593289459483858
llama,2003_429,essays,SG,0.88447047989488
llama,2003_126,essays,SG,0.9748816891035558
llama,2003_373,essays,SG,0.9744350446077765
llama,1999_697937,essays,SG,0.9923485509080641
llama,2003_278,essays,SG,0.908465335328017
llama,1998_937597,essays,SG,0.9656289888377152
